"region","year","variable","value"
"Georges Bank",1985,"predator.lag01",11.611
"Georges Bank",1986,"predator.lag01",9.311
"Georges Bank",1987,"predator.lag01",22.4801
"Georges Bank",1988,"predator.lag01",25.2334
"Georges Bank",1989,"predator.lag01",16.5651
"Georges Bank",1990,"predator.lag01",39.3308
"Georges Bank",1991,"predator.lag01",34.655
"Georges Bank",1992,"predator.lag01",17.5613
"Georges Bank",1993,"predator.lag01",35.0175
"Georges Bank",1994,"predator.lag01",20.1191
"Georges Bank",1995,"predator.lag01",25.1198
"Georges Bank",1996,"predator.lag01",30.4133
"Georges Bank",1997,"predator.lag01",28.0619
"Georges Bank",1998,"predator.lag01",32.8292
"Georges Bank",1999,"predator.lag01",59.7722
"Georges Bank",2000,"predator.lag01",20.6887
"Georges Bank",2001,"predator.lag01",30.2473
"Georges Bank",2002,"predator.lag01",27.1496
"Georges Bank",2003,"predator.lag01",37.9489
"Georges Bank",2004,"predator.lag01",17.061
"Georges Bank",2005,"predator.lag01",19.7579
"Georges Bank",2006,"predator.lag01",16.6395
"Georges Bank",2007,"predator.lag01",17.6305
"Gulf of Maine",1982,"predator.lag01",11.137
"Gulf of Maine",1983,"predator.lag01",10.7307
"Gulf of Maine",1984,"predator.lag01",10.827
"Gulf of Maine",1985,"predator.lag01",10.5018
"Gulf of Maine",1986,"predator.lag01",10.3804
"Gulf of Maine",1987,"predator.lag01",7.3211
"Gulf of Maine",1988,"predator.lag01",6.3766
"Gulf of Maine",1989,"predator.lag01",10.7453
"Gulf of Maine",1990,"predator.lag01",11.8778
"Gulf of Maine",1991,"predator.lag01",9.3519
"Gulf of Maine",1992,"predator.lag01",9.7547
"Gulf of Maine",1993,"predator.lag01",10.2263
"Gulf of Maine",1994,"predator.lag01",11.0249
"Gulf of Maine",1995,"predator.lag01",10.2708
"Gulf of Maine",1996,"predator.lag01",12.7775
"Gulf of Maine",1997,"predator.lag01",11.2634
"Gulf of Maine",1998,"predator.lag01",8.6199
"Gulf of Maine",1999,"predator.lag01",6.1142
"Gulf of Maine",2000,"predator.lag01",10.4616
"Gulf of Maine",2001,"predator.lag01",11.6754
"Gulf of Maine",2002,"predator.lag01",8.7853
"Gulf of Maine",2003,"predator.lag01",10.3337
"Gulf of Maine",2004,"predator.lag01",9.531
"Gulf of Maine",2005,"predator.lag01",6.6438
"Gulf of Maine",2006,"predator.lag01",4.1677
"Gulf of Maine",2007,"predator.lag01",8.0722
"Massachusetts",1986,"predator.lag01",46.64070835
"Massachusetts",1987,"predator.lag01",44.8586293
"Massachusetts",1988,"predator.lag01",187.9539191
"Massachusetts",1989,"predator.lag01",43.32072285
"Massachusetts",1990,"predator.lag01",52.8431886
"Massachusetts",1991,"predator.lag01",58.1374457
"Massachusetts",1992,"predator.lag01",40.1957049
"Massachusetts",1993,"predator.lag01",70.54648525
"Massachusetts",1994,"predator.lag01",133.56071275
"Massachusetts",1995,"predator.lag01",81.4810195
"Massachusetts",1996,"predator.lag01",102.417707
"Massachusetts",1997,"predator.lag01",65.48795065
"Massachusetts",1998,"predator.lag01",51.30427265
"Massachusetts",1999,"predator.lag01",64.2211719
"Massachusetts",2000,"predator.lag01",130.37565885
"Massachusetts",2001,"predator.lag01",103.95679125
"Massachusetts",2002,"predator.lag01",128.576356
"Massachusetts",2003,"predator.lag01",63.778828
"Massachusetts",2004,"predator.lag01",674.9415424
"Massachusetts",2005,"predator.lag01",156.9194188
"Massachusetts",2006,"predator.lag01",158.4995676
"Massachusetts",2007,"predator.lag01",586.58764195
"Newfoundland",1984,"predator.lag01",115.128
"Newfoundland",1985,"predator.lag01",39.769
"Newfoundland",1986,"predator.lag01",87.318
"Newfoundland",1987,"predator.lag01",34.239
"Newfoundland",1988,"predator.lag01",53.42
"Newfoundland",1989,"predator.lag01",29.767
"Newfoundland",1990,"predator.lag01",29.244
"Newfoundland",1991,"predator.lag01",33.445
"Newfoundland",1992,"predator.lag01",39.876
"Newfoundland",1993,"predator.lag01",25.493
"Newfoundland",1994,"predator.lag01",13.083
"Newfoundland",1995,"predator.lag01",15.099
"Nova Scotia",1978,"predator.lag01",40.481227919
"Nova Scotia",1979,"predator.lag01",37.861166381
"Nova Scotia",1980,"predator.lag01",41.05553565
"Nova Scotia",1981,"predator.lag01",35.981734647
"Nova Scotia",1982,"predator.lag01",52.304163335
"Nova Scotia",1983,"predator.lag01",40.862787527
"Nova Scotia",1984,"predator.lag01",42.595437487
"Nova Scotia",1985,"predator.lag01",42.25914985
"Nova Scotia",1986,"predator.lag01",45.422934613
"Nova Scotia",1987,"predator.lag01",31.150374633
"Nova Scotia",1988,"predator.lag01",32.788339516
"Nova Scotia",1989,"predator.lag01",38.302713025
"Nova Scotia",1990,"predator.lag01",28.326616448
"Nova Scotia",1991,"predator.lag01",25.274136743
"Nova Scotia",1992,"predator.lag01",22.341086836
"Nova Scotia",1993,"predator.lag01",21.935841284
"Nova Scotia",1994,"predator.lag01",15.209094736
"Nova Scotia",1995,"predator.lag01",12.884499333
"Nova Scotia",1996,"predator.lag01",14.163560859
"Nova Scotia",1997,"predator.lag01",21.191709026
"Nova Scotia",1998,"predator.lag01",12.496575956
"Nova Scotia",1999,"predator.lag01",14.641077295
"Nova Scotia",2000,"predator.lag01",9.997076896
"Nova Scotia",2001,"predator.lag01",8.877114778
"Nova Scotia",2002,"predator.lag01",10.078772118
"Nova Scotia",2003,"predator.lag01",11.294634398
"Rhode Island",1987,"predator.lag01",3.008309292
"Rhode Island",1988,"predator.lag01",1.736048266
"Rhode Island",1989,"predator.lag01",1.1669435215
"Rhode Island",1990,"predator.lag01",1.904761905
"Rhode Island",1991,"predator.lag01",5.583333333
"Rhode Island",1992,"predator.lag01",1.1815183365
"Rhode Island",1993,"predator.lag01",0.754761905
"Rhode Island",1994,"predator.lag01",0.7161890395
"Rhode Island",1995,"predator.lag01",0.482142857
"Rhode Island",1996,"predator.lag01",1.547619048
"Rhode Island",1997,"predator.lag01",2.503246753
"Rhode Island",1998,"predator.lag01",0.2976190475
"Rhode Island",1999,"predator.lag01",1.486353078
"Rhode Island",2000,"predator.lag01",0.5421675375
"Rhode Island",2001,"predator.lag01",1.3798780485
"Rhode Island",2002,"predator.lag01",1.395310489
"Rhode Island",2003,"predator.lag01",0.6379065045
"Rhode Island",2004,"predator.lag01",4.5808289785
"Rhode Island",2005,"predator.lag01",1.4582126765
"Rhode Island",2006,"predator.lag01",8.96011905
"Rhode Island",2007,"predator.lag01",1.351190476
"s Gulf St Lawrence",1984,"predator.lag01",4.725072811
"s Gulf St Lawrence",1985,"predator.lag01",6.309847403
"s Gulf St Lawrence",1986,"predator.lag01",10.063247822
"s Gulf St Lawrence",1987,"predator.lag01",13.49395748
"s Gulf St Lawrence",1988,"predator.lag01",7.300118179
"s Gulf St Lawrence",1989,"predator.lag01",10.328265489
"s Gulf St Lawrence",1990,"predator.lag01",7.106372335
"s Gulf St Lawrence",1991,"predator.lag01",7.591020886
"s Gulf St Lawrence",1992,"predator.lag01",8.089962245
"s Gulf St Lawrence",1993,"predator.lag01",5.60144151
"s Gulf St Lawrence",1994,"predator.lag01",3.824391063
"s Gulf St Lawrence",1995,"predator.lag01",3.716135338
"s Gulf St Lawrence",1996,"predator.lag01",2.168474469
"s Gulf St Lawrence",1997,"predator.lag01",2.979294051
"s Gulf St Lawrence",1998,"predator.lag01",2.853908784
"s Gulf St Lawrence",1999,"predator.lag01",3.426484005
"s Gulf St Lawrence",2000,"predator.lag01",3.022792355
"s Gulf St Lawrence",2001,"predator.lag01",4.647619618
"s Gulf St Lawrence",2002,"predator.lag01",2.910907451
"s Gulf St Lawrence",2003,"predator.lag01",2.861558849
"s Gulf St Lawrence",2004,"predator.lag01",2.510759923
"s Gulf St Lawrence",2005,"predator.lag01",1.943863458
"s Gulf St Lawrence",2006,"predator.lag01",2.775925368
"s Gulf St Lawrence",2007,"predator.lag01",2.129253788
"s New England",1982,"predator.lag01",4.221
"s New England",1983,"predator.lag01",7.777
"s New England",1984,"predator.lag01",2.874
"s New England",1985,"predator.lag01",3.764
"s New England",1986,"predator.lag01",2.327
"s New England",1987,"predator.lag01",1.56
"s New England",1988,"predator.lag01",2.087
"s New England",1989,"predator.lag01",1.632
"s New England",1990,"predator.lag01",2.88
"s New England",1991,"predator.lag01",4.533
"s New England",1992,"predator.lag01",1.732
"s New England",1993,"predator.lag01",1.704
"s New England",1994,"predator.lag01",1.137
"s New England",1995,"predator.lag01",4.551
"s New England",1996,"predator.lag01",1.56
"s New England",1997,"predator.lag01",2.125
"s New England",1998,"predator.lag01",2.561
"s New England",1999,"predator.lag01",2.937
"s New England",2000,"predator.lag01",4.07
"s New England",2001,"predator.lag01",1.63
"s New England",2002,"predator.lag01",3.75
"s New England",2003,"predator.lag01",2.93
"s New England",2004,"predator.lag01",4.43
"s New England",2005,"predator.lag01",3.43
"s New England",2006,"predator.lag01",4.985
"s New England",2007,"predator.lag01",2.867
"Connecticut",1992,"environment.lag01",1.03
"Connecticut",1993,"environment.lag01",3.28
"Connecticut",1994,"environment.lag01",2.67
"Connecticut",1995,"environment.lag01",3.03
"Connecticut",1996,"environment.lag01",3.96
"Connecticut",1997,"environment.lag01",-3.78
"Connecticut",1998,"environment.lag01",-0.17
"Connecticut",1999,"environment.lag01",0.72
"Connecticut",2000,"environment.lag01",1.7
"Connecticut",2001,"environment.lag01",2.8
"Connecticut",2002,"environment.lag01",-1.9
"Connecticut",2003,"environment.lag01",0.76
"Connecticut",2004,"environment.lag01",0.2
"Connecticut",2005,"environment.lag01",-0.07
"Connecticut",2006,"environment.lag01",0.12
"Connecticut",2007,"environment.lag01",-1.09
"Georges Bank",1982,"environment.lag01",2.05
"Georges Bank",1983,"environment.lag01",0.8
"Georges Bank",1984,"environment.lag01",3.42
"Georges Bank",1985,"environment.lag01",1.6
"Georges Bank",1986,"environment.lag01",-0.63
"Georges Bank",1987,"environment.lag01",0.5
"Georges Bank",1988,"environment.lag01",-0.75
"Georges Bank",1989,"environment.lag01",0.72
"Georges Bank",1990,"environment.lag01",5.08
"Georges Bank",1991,"environment.lag01",3.96
"Georges Bank",1992,"environment.lag01",1.03
"Georges Bank",1993,"environment.lag01",3.28
"Georges Bank",1994,"environment.lag01",2.67
"Georges Bank",1995,"environment.lag01",3.03
"Georges Bank",1996,"environment.lag01",3.96
"Georges Bank",1997,"environment.lag01",-3.78
"Georges Bank",1998,"environment.lag01",-0.17
"Georges Bank",1999,"environment.lag01",0.72
"Georges Bank",2000,"environment.lag01",1.7
"Georges Bank",2001,"environment.lag01",2.8
"Georges Bank",2002,"environment.lag01",-1.9
"Georges Bank",2003,"environment.lag01",0.76
"Georges Bank",2004,"environment.lag01",0.2
"Georges Bank",2005,"environment.lag01",-0.07
"Georges Bank",2006,"environment.lag01",0.12
"Georges Bank",2007,"environment.lag01",-1.09
"Gulf of Maine",1982,"environment.lag01",2.05
"Gulf of Maine",1983,"environment.lag01",0.8
"Gulf of Maine",1984,"environment.lag01",3.42
"Gulf of Maine",1985,"environment.lag01",1.6
"Gulf of Maine",1986,"environment.lag01",-0.63
"Gulf of Maine",1987,"environment.lag01",0.5
"Gulf of Maine",1988,"environment.lag01",-0.75
"Gulf of Maine",1989,"environment.lag01",0.72
"Gulf of Maine",1990,"environment.lag01",5.08
"Gulf of Maine",1991,"environment.lag01",3.96
"Gulf of Maine",1992,"environment.lag01",1.03
"Gulf of Maine",1993,"environment.lag01",3.28
"Gulf of Maine",1994,"environment.lag01",2.67
"Gulf of Maine",1995,"environment.lag01",3.03
"Gulf of Maine",1996,"environment.lag01",3.96
"Gulf of Maine",1997,"environment.lag01",-3.78
"Gulf of Maine",1998,"environment.lag01",-0.17
"Gulf of Maine",1999,"environment.lag01",0.72
"Gulf of Maine",2000,"environment.lag01",1.7
"Gulf of Maine",2001,"environment.lag01",2.8
"Gulf of Maine",2002,"environment.lag01",-1.9
"Gulf of Maine",2003,"environment.lag01",0.76
"Gulf of Maine",2004,"environment.lag01",0.2
"Gulf of Maine",2005,"environment.lag01",-0.07
"Gulf of Maine",2006,"environment.lag01",0.12
"Gulf of Maine",2007,"environment.lag01",-1.09
"Massachusetts",1986,"environment.lag01",-0.63
"Massachusetts",1987,"environment.lag01",0.5
"Massachusetts",1988,"environment.lag01",-0.75
"Massachusetts",1989,"environment.lag01",0.72
"Massachusetts",1990,"environment.lag01",5.08
"Massachusetts",1991,"environment.lag01",3.96
"Massachusetts",1992,"environment.lag01",1.03
"Massachusetts",1993,"environment.lag01",3.28
"Massachusetts",1994,"environment.lag01",2.67
"Massachusetts",1995,"environment.lag01",3.03
"Massachusetts",1996,"environment.lag01",3.96
"Massachusetts",1997,"environment.lag01",-3.78
"Massachusetts",1998,"environment.lag01",-0.17
"Massachusetts",1999,"environment.lag01",0.72
"Massachusetts",2000,"environment.lag01",1.7
"Massachusetts",2001,"environment.lag01",2.8
"Massachusetts",2002,"environment.lag01",-1.9
"Massachusetts",2003,"environment.lag01",0.76
"Massachusetts",2004,"environment.lag01",0.2
"Massachusetts",2005,"environment.lag01",-0.07
"Massachusetts",2006,"environment.lag01",0.12
"Massachusetts",2007,"environment.lag01",-1.09
"Newfoundland",1984,"environment.lag01",3.42
"Newfoundland",1985,"environment.lag01",1.6
"Newfoundland",1986,"environment.lag01",-0.63
"Newfoundland",1987,"environment.lag01",0.5
"Newfoundland",1988,"environment.lag01",-0.75
"Newfoundland",1989,"environment.lag01",0.72
"Newfoundland",1990,"environment.lag01",5.08
"Newfoundland",1991,"environment.lag01",3.96
"Newfoundland",1992,"environment.lag01",1.03
"Newfoundland",1993,"environment.lag01",3.28
"Newfoundland",1994,"environment.lag01",2.67
"Newfoundland",1995,"environment.lag01",3.03
"Nova Scotia",1978,"environment.lag01",-2.14
"Nova Scotia",1979,"environment.lag01",0.17
"Nova Scotia",1980,"environment.lag01",-2.25
"Nova Scotia",1981,"environment.lag01",0.56
"Nova Scotia",1982,"environment.lag01",2.05
"Nova Scotia",1983,"environment.lag01",0.8
"Nova Scotia",1984,"environment.lag01",3.42
"Nova Scotia",1985,"environment.lag01",1.6
"Nova Scotia",1986,"environment.lag01",-0.63
"Nova Scotia",1987,"environment.lag01",0.5
"Nova Scotia",1988,"environment.lag01",-0.75
"Nova Scotia",1989,"environment.lag01",0.72
"Nova Scotia",1990,"environment.lag01",5.08
"Nova Scotia",1991,"environment.lag01",3.96
"Nova Scotia",1992,"environment.lag01",1.03
"Nova Scotia",1993,"environment.lag01",3.28
"Nova Scotia",1994,"environment.lag01",2.67
"Nova Scotia",1995,"environment.lag01",3.03
"Nova Scotia",1996,"environment.lag01",3.96
"Nova Scotia",1997,"environment.lag01",-3.78
"Nova Scotia",1998,"environment.lag01",-0.17
"Nova Scotia",1999,"environment.lag01",0.72
"Nova Scotia",2000,"environment.lag01",1.7
"Nova Scotia",2001,"environment.lag01",2.8
"Nova Scotia",2002,"environment.lag01",-1.9
"Nova Scotia",2003,"environment.lag01",0.76
"Rhode Island",1987,"environment.lag01",0.5
"Rhode Island",1988,"environment.lag01",-0.75
"Rhode Island",1989,"environment.lag01",0.72
"Rhode Island",1990,"environment.lag01",5.08
"Rhode Island",1991,"environment.lag01",3.96
"Rhode Island",1992,"environment.lag01",1.03
"Rhode Island",1993,"environment.lag01",3.28
"Rhode Island",1994,"environment.lag01",2.67
"Rhode Island",1995,"environment.lag01",3.03
"Rhode Island",1996,"environment.lag01",3.96
"Rhode Island",1997,"environment.lag01",-3.78
"Rhode Island",1998,"environment.lag01",-0.17
"Rhode Island",1999,"environment.lag01",0.72
"Rhode Island",2000,"environment.lag01",1.7
"Rhode Island",2001,"environment.lag01",2.8
"Rhode Island",2002,"environment.lag01",-1.9
"Rhode Island",2003,"environment.lag01",0.76
"Rhode Island",2004,"environment.lag01",0.2
"Rhode Island",2005,"environment.lag01",-0.07
"Rhode Island",2006,"environment.lag01",0.12
"Rhode Island",2007,"environment.lag01",-1.09
"s Gulf St Lawrence",1984,"environment.lag01",3.42
"s Gulf St Lawrence",1985,"environment.lag01",1.6
"s Gulf St Lawrence",1986,"environment.lag01",-0.63
"s Gulf St Lawrence",1987,"environment.lag01",0.5
"s Gulf St Lawrence",1988,"environment.lag01",-0.75
"s Gulf St Lawrence",1989,"environment.lag01",0.72
"s Gulf St Lawrence",1990,"environment.lag01",5.08
"s Gulf St Lawrence",1991,"environment.lag01",3.96
"s Gulf St Lawrence",1992,"environment.lag01",1.03
"s Gulf St Lawrence",1993,"environment.lag01",3.28
"s Gulf St Lawrence",1994,"environment.lag01",2.67
"s Gulf St Lawrence",1995,"environment.lag01",3.03
"s Gulf St Lawrence",1996,"environment.lag01",3.96
"s Gulf St Lawrence",1997,"environment.lag01",-3.78
"s Gulf St Lawrence",1998,"environment.lag01",-0.17
"s Gulf St Lawrence",1999,"environment.lag01",0.72
"s Gulf St Lawrence",2000,"environment.lag01",1.7
"s Gulf St Lawrence",2001,"environment.lag01",2.8
"s Gulf St Lawrence",2002,"environment.lag01",-1.9
"s Gulf St Lawrence",2003,"environment.lag01",0.76
"s Gulf St Lawrence",2004,"environment.lag01",0.2
"s Gulf St Lawrence",2005,"environment.lag01",-0.07
"s Gulf St Lawrence",2006,"environment.lag01",0.12
"s Gulf St Lawrence",2007,"environment.lag01",-1.09
"s New England",1982,"environment.lag01",2.05
"s New England",1983,"environment.lag01",0.8
"s New England",1984,"environment.lag01",3.42
"s New England",1985,"environment.lag01",1.6
"s New England",1986,"environment.lag01",-0.63
"s New England",1987,"environment.lag01",0.5
"s New England",1988,"environment.lag01",-0.75
"s New England",1989,"environment.lag01",0.72
"s New England",1990,"environment.lag01",5.08
"s New England",1991,"environment.lag01",3.96
"s New England",1992,"environment.lag01",1.03
"s New England",1993,"environment.lag01",3.28
"s New England",1994,"environment.lag01",2.67
"s New England",1995,"environment.lag01",3.03
"s New England",1996,"environment.lag01",3.96
"s New England",1997,"environment.lag01",-3.78
"s New England",1998,"environment.lag01",-0.17
"s New England",1999,"environment.lag01",0.72
"s New England",2000,"environment.lag01",1.7
"s New England",2001,"environment.lag01",2.8
"s New England",2002,"environment.lag01",-1.9
"s New England",2003,"environment.lag01",0.76
"s New England",2004,"environment.lag01",0.2
"s New England",2005,"environment.lag01",-0.07
"s New England",2006,"environment.lag01",0.12
"s New England",2007,"environment.lag01",-1.09
"Connecticut",1992,"predator.lag02",2.36
"Connecticut",1993,"predator.lag02",1.89
"Connecticut",1994,"predator.lag02",1.94
"Connecticut",1995,"predator.lag02",1.7
"Connecticut",1996,"predator.lag02",1.27
"Connecticut",1997,"predator.lag02",1.23
"Connecticut",1998,"predator.lag02",1.96
"Connecticut",1999,"predator.lag02",1.86
"Connecticut",2000,"predator.lag02",2.12
"Connecticut",2001,"predator.lag02",2.44
"Connecticut",2002,"predator.lag02",3.35
"Connecticut",2003,"predator.lag02",3.02
"Connecticut",2004,"predator.lag02",5.81
"Connecticut",2005,"predator.lag02",4.5
"Connecticut",2006,"predator.lag02",2.57
"Connecticut",2007,"predator.lag02",3.15
"Georges Bank",1982,"predator.lag02",31.5494
"Georges Bank",1983,"predator.lag02",25.0786
"Georges Bank",1984,"predator.lag02",13.5581
"Georges Bank",1985,"predator.lag02",12.1441
"Georges Bank",1986,"predator.lag02",11.611
"Georges Bank",1987,"predator.lag02",9.311
"Georges Bank",1988,"predator.lag02",22.4801
"Georges Bank",1989,"predator.lag02",25.2334
"Georges Bank",1990,"predator.lag02",16.5651
"Georges Bank",1991,"predator.lag02",39.3308
"Georges Bank",1992,"predator.lag02",34.655
"Georges Bank",1993,"predator.lag02",17.5613
"Georges Bank",1994,"predator.lag02",35.0175
"Georges Bank",1995,"predator.lag02",20.1191
"Georges Bank",1996,"predator.lag02",25.1198
"Georges Bank",1997,"predator.lag02",30.4133
"Georges Bank",1998,"predator.lag02",28.0619
"Georges Bank",1999,"predator.lag02",32.8292
"Georges Bank",2000,"predator.lag02",59.7722
"Georges Bank",2001,"predator.lag02",20.6887
"Georges Bank",2002,"predator.lag02",30.2473
"Georges Bank",2003,"predator.lag02",27.1496
"Georges Bank",2004,"predator.lag02",37.9489
"Georges Bank",2005,"predator.lag02",17.061
"Georges Bank",2006,"predator.lag02",19.7579
"Georges Bank",2007,"predator.lag02",16.6395
"Gulf of Maine",1982,"predator.lag02",13.7137
"Gulf of Maine",1983,"predator.lag02",11.137
"Gulf of Maine",1984,"predator.lag02",10.7307
"Gulf of Maine",1985,"predator.lag02",10.827
"Gulf of Maine",1986,"predator.lag02",10.5018
"Gulf of Maine",1987,"predator.lag02",10.3804
"Gulf of Maine",1988,"predator.lag02",7.3211
"Gulf of Maine",1989,"predator.lag02",6.3766
"Gulf of Maine",1990,"predator.lag02",10.7453
"Gulf of Maine",1991,"predator.lag02",11.8778
"Gulf of Maine",1992,"predator.lag02",9.3519
"Gulf of Maine",1993,"predator.lag02",9.7547
"Gulf of Maine",1994,"predator.lag02",10.2263
"Gulf of Maine",1995,"predator.lag02",11.0249
"Gulf of Maine",1996,"predator.lag02",10.2708
"Gulf of Maine",1997,"predator.lag02",12.7775
"Gulf of Maine",1998,"predator.lag02",11.2634
"Gulf of Maine",1999,"predator.lag02",8.6199
"Gulf of Maine",2000,"predator.lag02",6.1142
"Gulf of Maine",2001,"predator.lag02",10.4616
"Gulf of Maine",2002,"predator.lag02",11.6754
"Gulf of Maine",2003,"predator.lag02",8.7853
"Gulf of Maine",2004,"predator.lag02",10.3337
"Gulf of Maine",2005,"predator.lag02",9.531
"Gulf of Maine",2006,"predator.lag02",6.6438
"Gulf of Maine",2007,"predator.lag02",4.1677
"Massachusetts",1986,"predator.lag02",66.7448305
"Massachusetts",1987,"predator.lag02",46.64070835
"Massachusetts",1988,"predator.lag02",44.8586293
"Massachusetts",1989,"predator.lag02",187.9539191
"Massachusetts",1990,"predator.lag02",43.32072285
"Massachusetts",1991,"predator.lag02",52.8431886
"Massachusetts",1992,"predator.lag02",58.1374457
"Massachusetts",1993,"predator.lag02",40.1957049
"Massachusetts",1994,"predator.lag02",70.54648525
"Massachusetts",1995,"predator.lag02",133.56071275
"Massachusetts",1996,"predator.lag02",81.4810195
"Massachusetts",1997,"predator.lag02",102.417707
"Massachusetts",1998,"predator.lag02",65.48795065
"Massachusetts",1999,"predator.lag02",51.30427265
"Massachusetts",2000,"predator.lag02",64.2211719
"Massachusetts",2001,"predator.lag02",130.37565885
"Massachusetts",2002,"predator.lag02",103.95679125
"Massachusetts",2003,"predator.lag02",128.576356
"Massachusetts",2004,"predator.lag02",63.778828
"Massachusetts",2005,"predator.lag02",674.9415424
"Massachusetts",2006,"predator.lag02",156.9194188
"Massachusetts",2007,"predator.lag02",158.4995676
"Newfoundland",1984,"predator.lag02",56.975
"Newfoundland",1985,"predator.lag02",115.128
"Newfoundland",1986,"predator.lag02",39.769
"Newfoundland",1987,"predator.lag02",87.318
"Newfoundland",1988,"predator.lag02",34.239
"Newfoundland",1989,"predator.lag02",53.42
"Newfoundland",1990,"predator.lag02",29.767
"Newfoundland",1991,"predator.lag02",29.244
"Newfoundland",1992,"predator.lag02",33.445
"Newfoundland",1993,"predator.lag02",39.876
"Newfoundland",1994,"predator.lag02",25.493
"Newfoundland",1995,"predator.lag02",13.083
"Nova Scotia",1978,"predator.lag02",31.148038587
"Nova Scotia",1979,"predator.lag02",40.481227919
"Nova Scotia",1980,"predator.lag02",37.861166381
"Nova Scotia",1981,"predator.lag02",41.05553565
"Nova Scotia",1982,"predator.lag02",35.981734647
"Nova Scotia",1983,"predator.lag02",52.304163335
"Nova Scotia",1984,"predator.lag02",40.862787527
"Nova Scotia",1985,"predator.lag02",42.595437487
"Nova Scotia",1986,"predator.lag02",42.25914985
"Nova Scotia",1987,"predator.lag02",45.422934613
"Nova Scotia",1988,"predator.lag02",31.150374633
"Nova Scotia",1989,"predator.lag02",32.788339516
"Nova Scotia",1990,"predator.lag02",38.302713025
"Nova Scotia",1991,"predator.lag02",28.326616448
"Nova Scotia",1992,"predator.lag02",25.274136743
"Nova Scotia",1993,"predator.lag02",22.341086836
"Nova Scotia",1994,"predator.lag02",21.935841284
"Nova Scotia",1995,"predator.lag02",15.209094736
"Nova Scotia",1996,"predator.lag02",12.884499333
"Nova Scotia",1997,"predator.lag02",14.163560859
"Nova Scotia",1998,"predator.lag02",21.191709026
"Nova Scotia",1999,"predator.lag02",12.496575956
"Nova Scotia",2000,"predator.lag02",14.641077295
"Nova Scotia",2001,"predator.lag02",9.997076896
"Nova Scotia",2002,"predator.lag02",8.877114778
"Nova Scotia",2003,"predator.lag02",10.078772118
"Rhode Island",1987,"predator.lag02",6.663040902
"Rhode Island",1988,"predator.lag02",3.008309292
"Rhode Island",1989,"predator.lag02",1.736048266
"Rhode Island",1990,"predator.lag02",1.1669435215
"Rhode Island",1991,"predator.lag02",1.904761905
"Rhode Island",1992,"predator.lag02",5.583333333
"Rhode Island",1993,"predator.lag02",1.1815183365
"Rhode Island",1994,"predator.lag02",0.754761905
"Rhode Island",1995,"predator.lag02",0.7161890395
"Rhode Island",1996,"predator.lag02",0.482142857
"Rhode Island",1997,"predator.lag02",1.547619048
"Rhode Island",1998,"predator.lag02",2.503246753
"Rhode Island",1999,"predator.lag02",0.2976190475
"Rhode Island",2000,"predator.lag02",1.486353078
"Rhode Island",2001,"predator.lag02",0.5421675375
"Rhode Island",2002,"predator.lag02",1.3798780485
"Rhode Island",2003,"predator.lag02",1.395310489
"Rhode Island",2004,"predator.lag02",0.6379065045
"Rhode Island",2005,"predator.lag02",4.5808289785
"Rhode Island",2006,"predator.lag02",1.4582126765
"Rhode Island",2007,"predator.lag02",8.96011905
"s Gulf St Lawrence",1984,"predator.lag02",6.211165946
"s Gulf St Lawrence",1985,"predator.lag02",4.725072811
"s Gulf St Lawrence",1986,"predator.lag02",6.309847403
"s Gulf St Lawrence",1987,"predator.lag02",10.063247822
"s Gulf St Lawrence",1988,"predator.lag02",13.49395748
"s Gulf St Lawrence",1989,"predator.lag02",7.300118179
"s Gulf St Lawrence",1990,"predator.lag02",10.328265489
"s Gulf St Lawrence",1991,"predator.lag02",7.106372335
"s Gulf St Lawrence",1992,"predator.lag02",7.591020886
"s Gulf St Lawrence",1993,"predator.lag02",8.089962245
"s Gulf St Lawrence",1994,"predator.lag02",5.60144151
"s Gulf St Lawrence",1995,"predator.lag02",3.824391063
"s Gulf St Lawrence",1996,"predator.lag02",3.716135338
"s Gulf St Lawrence",1997,"predator.lag02",2.168474469
"s Gulf St Lawrence",1998,"predator.lag02",2.979294051
"s Gulf St Lawrence",1999,"predator.lag02",2.853908784
"s Gulf St Lawrence",2000,"predator.lag02",3.426484005
"s Gulf St Lawrence",2001,"predator.lag02",3.022792355
"s Gulf St Lawrence",2002,"predator.lag02",4.647619618
"s Gulf St Lawrence",2003,"predator.lag02",2.910907451
"s Gulf St Lawrence",2004,"predator.lag02",2.861558849
"s Gulf St Lawrence",2005,"predator.lag02",2.510759923
"s Gulf St Lawrence",2006,"predator.lag02",1.943863458
"s Gulf St Lawrence",2007,"predator.lag02",2.775925368
"s New England",1982,"predator.lag02",3.436
"s New England",1983,"predator.lag02",4.221
"s New England",1984,"predator.lag02",7.777
"s New England",1985,"predator.lag02",2.874
"s New England",1986,"predator.lag02",3.764
"s New England",1987,"predator.lag02",2.327
"s New England",1988,"predator.lag02",1.56
"s New England",1989,"predator.lag02",2.087
"s New England",1990,"predator.lag02",1.632
"s New England",1991,"predator.lag02",2.88
"s New England",1992,"predator.lag02",4.533
"s New England",1993,"predator.lag02",1.732
"s New England",1994,"predator.lag02",1.704
"s New England",1995,"predator.lag02",1.137
"s New England",1996,"predator.lag02",4.551
"s New England",1997,"predator.lag02",1.56
"s New England",1998,"predator.lag02",2.125
"s New England",1999,"predator.lag02",2.561
