"variable","year","value","type","category","units","region","average.var.name","data.type"
"hal.abund",1973,0.0396,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1974,0,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1975,0.0167,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1976,0.0222,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1977,0.0078,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1978,0.0151,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1979,0.0081,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1980,0.0045,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1981,0,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1982,0,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1983,0,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1984,0,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1985,0,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1986,0,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1987,0.0084,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1988,0.015,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1989,0.0625,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1990,0.0496,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1991,0,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1992,0,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1993,0,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1994,0,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1995,0,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1996,0,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1997,0.0125,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1998,0.0169,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",1999,0.0156,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",2000,0,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",2001,0.0089,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",2002,0.0078,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",2003,0,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",2004,0.0169,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",2005,0.0228,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",2006,0.011,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"hal.abund",2007,0,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"lob.abund",1982,1719020,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",1983,1706160,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",1984,1776940,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",1985,1590990,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",1986,1448180,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",1987,1586240,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",1988,1938790,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",1989,1739180,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",1990,1968510,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",1991,1893800,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",1992,1654550,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",1993,1677740,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",1994,2146410,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",1995,1930910,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",1996,1801370,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",1997,2444130,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",1998,2436140,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",1999,1962540,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",2000,1977900,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",2001,2909700,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",2002,4087030,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",2003,5304760,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",2004,5636550,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",2005,5380300,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",2006,4803460,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.abund",2007,3912250,"prey","invertebrate","Millions","Georges Bank","","stockassessment"
"lob.trap",1982,27560,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",1983,28922,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",1984,30651,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",1985,34950,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",1986,36950,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",1987,39674,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",1988,39732,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",1989,39163,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",1990,35891,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",1991,36784,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",1992,38745,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",1993,43041,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",1994,47894,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",1995,44480,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",1996,42008,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",1997,40974,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",1998,45327,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",1999,47941,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",2000,41464,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",2001,40899,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",2002,47387,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",2003,42834,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",2004,43922,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",2005,40694,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",2006,40175,"effort","","#","Georges Bank","","stockassessment"
"lob.trap",2007,42307,"effort","","#","Georges Bank","","stockassessment"
"longsculp.abund",1963,21.435,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1964,10.161,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1965,24.496,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1966,25.027,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1967,14.083,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1968,33.049,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1969,28.468,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1970,39.438,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1971,31.883,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1972,24.835,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1973,32.324,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1974,16.442,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1975,44.617,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1976,12.856,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1977,33.229,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1978,25.168,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1979,23.955,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1980,27.151,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1981,19.029,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1982,10.957,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1983,6.848,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1984,6.074,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1985,6.374,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1986,18.593,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1987,22.342,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1988,11.608,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1989,32.414,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1990,28.748,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1991,16.286,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1992,32.333,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1993,16.351,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1994,23.063,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1995,27.258,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1996,25.955,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1997,29.59,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1998,56.379,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",1999,19.407,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",2000,27.71,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",2001,24.861,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",2002,31.294,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",2003,12.948,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",2004,13.138,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",2005,13.806,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",2006,15.07,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"longsculp.abund",2007,24.226,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1963,0.735,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1964,0.352,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1965,0.757,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1966,0.951,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1967,0.064,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1968,0.358,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1969,0.228,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1970,0.194,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1971,0.12,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1972,0.476,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1973,0.667,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1974,0.208,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1975,0.502,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1976,0.231,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1977,0.385,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1978,0.154,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1979,0.247,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1980,0.265,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1981,0.249,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1982,0.115,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1983,0.233,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1984,0.109,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1985,0.2,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1986,0.3,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1987,0.115,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1988,0.088,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1989,0.269,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1990,0.195,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1991,0.08,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1992,0.174,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1993,0.093,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1994,0.187,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1995,0.118,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1996,0.147,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1997,0.109,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1998,0.141,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",1999,0.154,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",2000,0.418,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",2001,0.37,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",2002,0.519,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",2003,0.398,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",2004,0.263,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",2005,0.525,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",2006,0.395,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"monk.abund",2007,0.228,"predator","groundfish","#/tow","Georges Bank","","trawlsurvey"
"nao",1950,1.4,"Climate","","","Georges Bank","",""
"nao",1951,-1.26,"Climate","","","Georges Bank","",""
"nao",1952,0.83,"Climate","","","Georges Bank","",""
"nao",1953,0.18,"Climate","","","Georges Bank","",""
"nao",1954,0.13,"Climate","","","Georges Bank","",""
"nao",1955,-2.52,"Climate","","","Georges Bank","",""
"nao",1956,-1.73,"Climate","","","Georges Bank","",""
"nao",1957,1.52,"Climate","","","Georges Bank","",""
"nao",1958,-1.02,"Climate","","","Georges Bank","",""
"nao",1959,-0.37,"Climate","","","Georges Bank","",""
"nao",1960,-1.54,"Climate","","","Georges Bank","",""
"nao",1961,1.8,"Climate","","","Georges Bank","",""
"nao",1962,-2.38,"Climate","","","Georges Bank","",""
"nao",1963,-3.6,"Climate","","","Georges Bank","",""
"nao",1964,-2.86,"Climate","","","Georges Bank","",""
"nao",1965,-2.88,"Climate","","","Georges Bank","",""
"nao",1966,-1.69,"Climate","","","Georges Bank","",""
"nao",1967,1.28,"Climate","","","Georges Bank","",""
"nao",1968,-1.04,"Climate","","","Georges Bank","",""
"nao",1969,-4.89,"Climate","","","Georges Bank","",""
"nao",1970,-1.89,"Climate","","","Georges Bank","",""
"nao",1971,-0.96,"Climate","","","Georges Bank","",""
"nao",1972,0.34,"Climate","","","Georges Bank","",""
"nao",1973,2.52,"Climate","","","Georges Bank","",""
"nao",1974,1.23,"Climate","","","Georges Bank","",""
"nao",1975,1.63,"Climate","","","Georges Bank","",""
"nao",1976,1.37,"Climate","","","Georges Bank","",""
"nao",1977,-2.14,"Climate","","","Georges Bank","",""
"nao",1978,0.17,"Climate","","","Georges Bank","",""
"nao",1979,-2.25,"Climate","","","Georges Bank","",""
"nao",1980,0.56,"Climate","","","Georges Bank","",""
"nao",1981,2.05,"Climate","","","Georges Bank","",""
"nao",1982,0.8,"Climate","","","Georges Bank","",""
"nao",1983,3.42,"Climate","","","Georges Bank","",""
"nao",1984,1.6,"Climate","","","Georges Bank","",""
"nao",1985,-0.63,"Climate","","","Georges Bank","",""
"nao",1986,0.5,"Climate","","","Georges Bank","",""
"nao",1987,-0.75,"Climate","","","Georges Bank","",""
"nao",1988,0.72,"Climate","","","Georges Bank","",""
"nao",1989,5.08,"Climate","","","Georges Bank","",""
"nao",1990,3.96,"Climate","","","Georges Bank","",""
"nao",1991,1.03,"Climate","","","Georges Bank","",""
"nao",1992,3.28,"Climate","","","Georges Bank","",""
"nao",1993,2.67,"Climate","","","Georges Bank","",""
"nao",1994,3.03,"Climate","","","Georges Bank","",""
"nao",1995,3.96,"Climate","","","Georges Bank","",""
"nao",1996,-3.78,"Climate","","","Georges Bank","",""
"nao",1997,-0.17,"Climate","","","Georges Bank","",""
"nao",1998,0.72,"Climate","","","Georges Bank","",""
"nao",1999,1.7,"Climate","","","Georges Bank","",""
"nao",2000,2.8,"Climate","","","Georges Bank","",""
"nao",2001,-1.9,"Climate","","","Georges Bank","",""
"nao",2002,0.76,"Climate","","","Georges Bank","",""
"nao",2003,0.2,"Climate","","","Georges Bank","",""
"nao",2004,-0.07,"Climate","","","Georges Bank","",""
"nao",2005,0.12,"Climate","","","Georges Bank","",""
"nao",2006,-1.09,"Climate","","","Georges Bank","",""
"nao",2007,2.79,"Climate","","","Georges Bank","",""
"nao",2008,2.1,"Climate","","","Georges Bank","",""
"nao",2009,-0.41,"Climate","","","Georges Bank","",""
"nao",2010,-4.64,"Climate","","","Georges Bank","",""
"nao",NA,-1.57,"Climate","","","Georges Bank","",""
"nao",NA,3.17,"Climate","","","Georges Bank","",""
"nao",NA,-1.97,"Climate","","","Georges Bank","",""
"smoothdog.abund",1963,0,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1964,0,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1965,0,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1966,0,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1967,0,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1968,0,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1969,0,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1970,0,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1971,0,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1972,0,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1973,0.043,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1974,0.053,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1975,0.032,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1976,0,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1977,0,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1978,0.105,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1979,0.03,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1980,0,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1981,0.029,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1982,0.02,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1983,0.008,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1984,0.015,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1985,0.156,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1986,0.03,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1987,0.01,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1988,0.261,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1989,0.038,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1990,0.423,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1991,0.129,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1992,0.03,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1993,0.385,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1994,0.318,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1995,0.604,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1996,0.052,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1997,0.053,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1998,0.242,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",1999,0.027,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",2000,0.243,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",2001,0.128,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",2002,0.503,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",2003,0.228,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",2004,0.789,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",2005,0.832,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",2006,0.347,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothdog.abund",2007,0.921,"predator","shark","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1963,0.575,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1964,0.256,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1965,0.124,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1966,0.128,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1967,0.029,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1968,0,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1969,0.066,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1970,0.103,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1971,0.06,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1972,0.246,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1973,0.334,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1974,0.181,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1975,0.104,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1976,0.022,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1977,0.318,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1978,0.134,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1979,0.27,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1980,0.141,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1981,0.05,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1982,0.076,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1983,0.053,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1984,0.025,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1985,0.053,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1986,0.109,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1987,0.05,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1988,0.123,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1989,0.156,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1990,0.032,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1991,0.064,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1992,0.033,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1993,0.065,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1994,0.008,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1995,0.13,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1996,0.038,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1997,0.029,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1998,0.049,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",1999,0.045,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",2000,0.084,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",2001,0.053,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",2002,0.05,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",2003,0.015,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",2004,0.104,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",2005,0.084,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",2006,0.038,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"smoothsk.abund",2007,0.015,"predator","skate","#/tow","Georges Bank","","trawlsurvey"
"temp.gb",1950,8.837705,"environment","","Deg C","Georges Bank","",""
"temp.gb",1951,10.598939,"environment","","Deg C","Georges Bank","",""
"temp.gb",1952,10.783137,"environment","","Deg C","Georges Bank","",""
"temp.gb",1953,10.650835,"environment","","Deg C","Georges Bank","",""
"temp.gb",1954,12.373771,"environment","","Deg C","Georges Bank","",""
"temp.gb",1955,9.415978,"environment","","Deg C","Georges Bank","",""
"temp.gb",1956,10.456811,"environment","","Deg C","Georges Bank","",""
"temp.gb",1957,11.602644,"environment","","Deg C","Georges Bank","",""
