"region","type","year","combined.value","units","data.type","variables"
"Georges Bank","predator",2006,17.6305,"#/tow","trawlsurvey","cod.abund , hal.abund , longsculp.abund , monk.abund , smoothdog.abund , smoothsk.abund , thorny.abund"
"Georges Bank","predator",2007,26.151,"#/tow","trawlsurvey","cod.abund , hal.abund , longsculp.abund , monk.abund , smoothdog.abund , smoothsk.abund , thorny.abund"
"Georges Bank","prey",1982,1719020,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",1983,1706160,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",1984,1776940,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",1985,1590990,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",1986,1448180,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",1987,1586240,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",1988,1938790,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",1989,1739180,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",1990,1968510,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",1991,1893800,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",1992,1654550,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",1993,1677740,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",1994,2146410,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",1995,1930910,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",1996,1801370,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",1997,2444130,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",1998,2436140,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",1999,1962540,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",2000,1977900,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",2001,2909700,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",2002,4087030,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",2003,5304760,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",2004,5636550,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",2005,5380300,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",2006,4803460,"Millions","stockassessment","lob.abund"
"Georges Bank","prey",2007,3912250,"Millions","stockassessment","lob.abund"
"Gulf of Maine","Climate",1950,1.4,"","","nao"
"Gulf of Maine","Climate",1951,-1.26,"","","nao"
"Gulf of Maine","Climate",1952,0.83,"","","nao"
"Gulf of Maine","Climate",1953,0.18,"","","nao"
"Gulf of Maine","Climate",1954,0.13,"","","nao"
"Gulf of Maine","Climate",1955,-2.52,"","","nao"
"Gulf of Maine","Climate",1956,-1.73,"","","nao"
"Gulf of Maine","Climate",1957,1.52,"","","nao"
"Gulf of Maine","Climate",1958,-1.02,"","","nao"
"Gulf of Maine","Climate",1959,-0.37,"","","nao"
"Gulf of Maine","Climate",1960,-1.54,"","","nao"
"Gulf of Maine","Climate",1961,1.8,"","","nao"
"Gulf of Maine","Climate",1962,-2.38,"","","nao"
"Gulf of Maine","Climate",1963,-3.6,"","","nao"
"Gulf of Maine","Climate",1964,-2.86,"","","nao"
"Gulf of Maine","Climate",1965,-2.88,"","","nao"
"Gulf of Maine","Climate",1966,-1.69,"","","nao"
"Gulf of Maine","Climate",1967,1.28,"","","nao"
"Gulf of Maine","Climate",1968,-1.04,"","","nao"
"Gulf of Maine","Climate",1969,-4.89,"","","nao"
"Gulf of Maine","Climate",1970,-1.89,"","","nao"
"Gulf of Maine","Climate",1971,-0.96,"","","nao"
"Gulf of Maine","Climate",1972,0.34,"","","nao"
"Gulf of Maine","Climate",1973,2.52,"","","nao"
"Gulf of Maine","Climate",1974,1.23,"","","nao"
"Gulf of Maine","Climate",1975,1.63,"","","nao"
"Gulf of Maine","Climate",1976,1.37,"","","nao"
"Gulf of Maine","Climate",1977,-2.14,"","","nao"
"Gulf of Maine","Climate",1978,0.17,"","","nao"
"Gulf of Maine","Climate",1979,-2.25,"","","nao"
"Gulf of Maine","Climate",1980,0.56,"","","nao"
"Gulf of Maine","Climate",1981,2.05,"","","nao"
"Gulf of Maine","Climate",1982,0.8,"","","nao"
"Gulf of Maine","Climate",1983,3.42,"","","nao"
"Gulf of Maine","Climate",1984,1.6,"","","nao"
"Gulf of Maine","Climate",1985,-0.63,"","","nao"
"Gulf of Maine","Climate",1986,0.5,"","","nao"
"Gulf of Maine","Climate",1987,-0.75,"","","nao"
"Gulf of Maine","Climate",1988,0.72,"","","nao"
"Gulf of Maine","Climate",1989,5.08,"","","nao"
"Gulf of Maine","Climate",1990,3.96,"","","nao"
"Gulf of Maine","Climate",1991,1.03,"","","nao"
"Gulf of Maine","Climate",1992,3.28,"","","nao"
"Gulf of Maine","Climate",1993,2.67,"","","nao"
"Gulf of Maine","Climate",1994,3.03,"","","nao"
"Gulf of Maine","Climate",1995,3.96,"","","nao"
"Gulf of Maine","Climate",1996,-3.78,"","","nao"
"Gulf of Maine","Climate",1997,-0.17,"","","nao"
"Gulf of Maine","Climate",1998,0.72,"","","nao"
"Gulf of Maine","Climate",1999,1.7,"","","nao"
"Gulf of Maine","Climate",2000,2.8,"","","nao"
"Gulf of Maine","Climate",2001,-1.9,"","","nao"
"Gulf of Maine","Climate",2002,0.76,"","","nao"
"Gulf of Maine","Climate",2003,0.2,"","","nao"
"Gulf of Maine","Climate",2004,-0.07,"","","nao"
"Gulf of Maine","Climate",2005,0.12,"","","nao"
"Gulf of Maine","Climate",2006,-1.09,"","","nao"
"Gulf of Maine","Climate",2007,2.79,"","","nao"
"Gulf of Maine","Climate",2008,2.1,"","","nao"
"Gulf of Maine","Climate",2009,-0.41,"","","nao"
"Gulf of Maine","Climate",2010,-4.64,"","","nao"
"Gulf of Maine","Climate",NA,-0.37,"","","nao"
"Gulf of Maine","effort",1982,2390415,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",1983,2599642,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",1984,2450165,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",1985,2079758,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",1986,1926713,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",1987,2265169,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",1988,2409689,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",1989,2397299,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",1990,2545997,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",1991,2444791,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",1992,2434821,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",1993,2223031,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",1994,2821722,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",1995,3026325,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",1996,2908608,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",1997,3037165,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",1998,3258704,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",1999,3462022,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",2000,3202873,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",2001,3388850,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",2002,3515850,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",2003,3623493,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",2004,3626817,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",2005,3642248,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",2006,3643185,"#","stockassessment","lob.trap"
"Gulf of Maine","effort",2007,3621820,"#","stockassessment","lob.trap"
"Gulf of Maine","environment",1950,6.952799,"deg C","","temp.gom"
"Gulf of Maine","environment",1951,13.715688,"deg C","","temp.gom"
"Gulf of Maine","environment",1952,9.726541,"deg C","","temp.gom"
"Gulf of Maine","environment",1953,9.044877,"deg C","","temp.gom"
"Gulf of Maine","environment",1954,8.613411,"deg C","","temp.gom"
"Gulf of Maine","environment",1955,7.540025,"deg C","","temp.gom"
"Gulf of Maine","environment",1956,7.2462,"deg C","","temp.gom"
"Gulf of Maine","environment",1957,8.0962,"deg C","","temp.gom"
"Gulf of Maine","environment",1958,7.6862,"deg C","","temp.gom"
"Gulf of Maine","environment",1959,7.5037,"deg C","","temp.gom"
"Gulf of Maine","environment",1960,7.382905,"deg C","","temp.gom"
"Gulf of Maine","environment",1961,7.022033,"deg C","","temp.gom"
"Gulf of Maine","environment",1962,7.666553,"deg C","","temp.gom"
"Gulf of Maine","environment",1963,8.192866,"deg C","","temp.gom"
"Gulf of Maine","environment",1964,7.557866,"deg C","","temp.gom"
"Gulf of Maine","environment",1965,6.2062,"deg C","","temp.gom"
"Gulf of Maine","environment",1966,6.517866,"deg C","","temp.gom"
"Gulf of Maine","environment",1967,6.265366,"deg C","","temp.gom"
"Gulf of Maine","environment",1968,7.0037,"deg C","","temp.gom"
"Gulf of Maine","environment",1969,7.8737,"deg C","","temp.gom"
"Gulf of Maine","environment",1970,7.744533,"deg C","","temp.gom"
"Gulf of Maine","environment",1971,8.1162,"deg C","","temp.gom"
"Gulf of Maine","environment",1972,7.562866,"deg C","","temp.gom"
"Gulf of Maine","environment",1973,8.412523,"deg C","","temp.gom"
"Gulf of Maine","environment",1974,8.342871,"deg C","","temp.gom"
"Gulf of Maine","environment",1975,8.114819,"deg C","","temp.gom"
"Gulf of Maine","environment",1976,8.845366,"deg C","","temp.gom"
"Gulf of Maine","environment",1977,8.027866,"deg C","","temp.gom"
"Gulf of Maine","environment",1978,7.869533,"deg C","","temp.gom"
"Gulf of Maine","environment",1979,8.2737,"deg C","","temp.gom"
"Gulf of Maine","environment",1980,8.6937,"deg C","","temp.gom"
"Gulf of Maine","environment",1981,8.2612,"deg C","","temp.gom"
"Gulf of Maine","environment",1982,8.482866,"deg C","","temp.gom"
"Gulf of Maine","environment",1983,8.362033,"deg C","","temp.gom"
"Gulf of Maine","environment",1984,8.527033,"deg C","","temp.gom"
"Gulf of Maine","environment",1985,8.737033,"deg C","","temp.gom"
"Gulf of Maine","environment",1986,8.773922,"deg C","","temp.gom"
"Gulf of Maine","environment",1987,7.602033,"deg C","","temp.gom"
"Gulf of Maine","environment",1988,7.667033,"deg C","","temp.gom"
"Gulf of Maine","environment",1989,8.185366,"deg C","","temp.gom"
"Gulf of Maine","environment",1990,8.174533,"deg C","","temp.gom"
"Gulf of Maine","environment",1991,8.672033,"deg C","","temp.gom"
"Gulf of Maine","environment",1992,7.2337,"deg C","","temp.gom"
"Gulf of Maine","environment",1993,7.649533,"deg C","","temp.gom"
"Gulf of Maine","environment",1994,8.395366,"deg C","","temp.gom"
"Gulf of Maine","environment",1995,8.194533,"deg C","","temp.gom"
"Gulf of Maine","environment",1996,7.4112,"deg C","","temp.gom"
"Gulf of Maine","environment",1997,7.789577,"deg C","","temp.gom"
"Gulf of Maine","environment",1998,7.602866,"deg C","","temp.gom"
"Gulf of Maine","environment",1999,8.3937,"deg C","","temp.gom"
"Gulf of Maine","environment",2000,9.326541,"deg C","","temp.gom"
"Gulf of Maine","environment",2001,8.3337,"deg C","","temp.gom"
"Gulf of Maine","environment",2002,8.811842,"deg C","","temp.gom"
"Gulf of Maine","environment",2003,7.908668,"deg C","","temp.gom"
"Gulf of Maine","environment",2004,7.359533,"deg C","","temp.gom"
"Gulf of Maine","environment",2005,7.445366,"deg C","","temp.gom"
"Gulf of Maine","environment",2006,8.622033,"deg C","","temp.gom"
"Gulf of Maine","environment",2007,7.8687,"deg C","","temp.gom"
"Gulf of Maine","environment",2008,8.214533,"deg C","","temp.gom"
"Gulf of Maine","environment",2009,7.984251,"deg C","","temp.gom"
"Gulf of Maine","predator",1963,11.3395,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1964,8.3668,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1965,11.8368,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1966,11.9405,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1967,6.0096,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1968,9.2482,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1969,8.7868,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1970,9.8365,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1971,8.2883,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1972,14.8094,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1973,10.4742,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1974,7.0118,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1975,7.6894,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1976,6.7021,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1977,7.5902,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1978,12.8537,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1979,7.9895,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1980,13.7137,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1981,11.137,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1982,10.7307,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1983,10.827,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1984,10.5018,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1985,10.3804,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1986,7.3211,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1987,6.3766,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1988,10.7453,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1989,11.8778,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1990,9.3519,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1991,9.7547,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1992,10.2263,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1993,11.0249,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1994,10.2708,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1995,12.7775,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1996,11.2634,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1997,8.6199,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1998,6.1142,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",1999,10.4616,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",2000,11.6754,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",2001,8.7853,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",2002,10.3337,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",2003,9.531,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",2004,6.6438,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",2005,4.1677,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",2006,8.0722,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","predator",2007,5.2145,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smsk.abund , thorny.abund , wolf.abund"
"Gulf of Maine","prey",1982,44836500,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",1983,41517200,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",1984,51399500,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",1985,50179600,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",1986,46114400,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",1987,45294400,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",1988,57193100,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",1989,64260200,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",1990,65107800,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",1991,68263600,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",1992,69596900,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",1993,74464200,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",1994,78991100,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",1995,76635600,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",1996,81057700,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",1997,89494300,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",1998,96286700,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",1999,109212800,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",2000,102545700,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",2001,102345400,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",2002,108770600,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",2003,113596300,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",2004,125266400,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",2005,126312600,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",2006,114620600,"Million","stockassessment","lob.abund"
"Gulf of Maine","prey",2007,107296800,"Million","stockassessment","lob.abund"
"Massachusetts","Climate",1950,1.4,"","","nao"
"Massachusetts","Climate",1951,-1.26,"","","nao"
"Massachusetts","Climate",1952,0.83,"","","nao"
"Massachusetts","Climate",1953,0.18,"","","nao"
"Massachusetts","Climate",1954,0.13,"","","nao"
"Massachusetts","Climate",1955,-2.52,"","","nao"
"Massachusetts","Climate",1956,-1.73,"","","nao"
"Massachusetts","Climate",1957,1.52,"","","nao"
"Massachusetts","Climate",1958,-1.02,"","","nao"
"Massachusetts","Climate",1959,-0.37,"","","nao"
"Massachusetts","Climate",1960,-1.54,"","","nao"
"Massachusetts","Climate",1961,1.8,"","","nao"
"Massachusetts","Climate",1962,-2.38,"","","nao"
"Massachusetts","Climate",1963,-3.6,"","","nao"
"Massachusetts","Climate",1964,-2.86,"","","nao"
"Massachusetts","Climate",1965,-2.88,"","","nao"
"Massachusetts","Climate",1966,-1.69,"","","nao"
"Massachusetts","Climate",1967,1.28,"","","nao"
"Massachusetts","Climate",1968,-1.04,"","","nao"
"Massachusetts","Climate",1969,-4.89,"","","nao"
"Massachusetts","Climate",1970,-1.89,"","","nao"
"Massachusetts","Climate",1971,-0.96,"","","nao"
"Massachusetts","Climate",1972,0.34,"","","nao"
"Massachusetts","Climate",1973,2.52,"","","nao"
"Massachusetts","Climate",1974,1.23,"","","nao"
"Massachusetts","Climate",1975,1.63,"","","nao"
"Massachusetts","Climate",1976,1.37,"","","nao"
"Massachusetts","Climate",1977,-2.14,"","","nao"
"Massachusetts","Climate",1978,0.17,"","","nao"
"Massachusetts","Climate",1979,-2.25,"","","nao"
"Massachusetts","Climate",1980,0.56,"","","nao"
"Massachusetts","Climate",1981,2.05,"","","nao"
"Massachusetts","Climate",1982,0.8,"","","nao"
"Massachusetts","Climate",1983,3.42,"","","nao"
"Massachusetts","Climate",1984,1.6,"","","nao"
"Massachusetts","Climate",1985,-0.63,"","","nao"
"Massachusetts","Climate",1986,0.5,"","","nao"
"Massachusetts","Climate",1987,-0.75,"","","nao"
"Massachusetts","Climate",1988,0.72,"","","nao"
"Massachusetts","Climate",1989,5.08,"","","nao"
"Massachusetts","Climate",1990,3.96,"","","nao"
"Massachusetts","Climate",1991,1.03,"","","nao"
"Massachusetts","Climate",1992,3.28,"","","nao"
"Massachusetts","Climate",1993,2.67,"","","nao"
"Massachusetts","Climate",1994,3.03,"","","nao"
"Massachusetts","Climate",1995,3.96,"","","nao"
"Massachusetts","Climate",1996,-3.78,"","","nao"
"Massachusetts","Climate",1997,-0.17,"","","nao"
"Massachusetts","Climate",1998,0.72,"","","nao"
"Massachusetts","Climate",1999,1.7,"","","nao"
"Massachusetts","Climate",2000,2.8,"","","nao"
"Massachusetts","Climate",2001,-1.9,"","","nao"
"Massachusetts","Climate",2002,0.76,"","","nao"
"Massachusetts","Climate",2003,0.2,"","","nao"
"Massachusetts","Climate",2004,-0.07,"","","nao"
"Massachusetts","Climate",2005,0.12,"","","nao"
"Massachusetts","Climate",2006,-1.09,"","","nao"
"Massachusetts","Climate",2007,2.79,"","","nao"
"Massachusetts","Climate",2008,2.1,"","","nao"
"Massachusetts","Climate",2009,-0.41,"","","nao"
"Massachusetts","Climate",2010,-4.64,"","","nao"
"Massachusetts","Climate",NA,-0.37,"","","nao"
"Massachusetts","effort",1982,319098,"#","stockassessment","lob.trap"
"Massachusetts","effort",1983,334867,"#","stockassessment","lob.trap"
"Massachusetts","effort",1984,354888,"#","stockassessment","lob.trap"
"Massachusetts","effort",1985,404662,"#","stockassessment","lob.trap"
"Massachusetts","effort",1986,427819,"#","stockassessment","lob.trap"
"Massachusetts","effort",1987,459361,"#","stockassessment","lob.trap"
"Massachusetts","effort",1988,460031,"#","stockassessment","lob.trap"
"Massachusetts","effort",1989,453447,"#","stockassessment","lob.trap"
"Massachusetts","effort",1990,468362,"#","stockassessment","lob.trap"
"Massachusetts","effort",1991,495716,"#","stockassessment","lob.trap"
"Massachusetts","effort",1992,485566,"#","stockassessment","lob.trap"
"Massachusetts","effort",1993,476297,"#","stockassessment","lob.trap"
"Massachusetts","effort",1994,493007,"#","stockassessment","lob.trap"
"Massachusetts","effort",1995,493054,"#","stockassessment","lob.trap"
"Massachusetts","effort",1996,503330,"#","stockassessment","lob.trap"
"Massachusetts","effort",1997,501197,"#","stockassessment","lob.trap"
"Massachusetts","effort",1998,518426,"#","stockassessment","lob.trap"
"Massachusetts","effort",1999,511305,"#","stockassessment","lob.trap"
"Massachusetts","effort",2000,494207,"#","stockassessment","lob.trap"
"Massachusetts","effort",2001,481931,"#","stockassessment","lob.trap"
"Massachusetts","effort",2002,521172,"#","stockassessment","lob.trap"
"Massachusetts","effort",2003,489333,"#","stockassessment","lob.trap"
"Massachusetts","effort",2004,459225,"#","stockassessment","lob.trap"
"Massachusetts","effort",2005,432577,"#","stockassessment","lob.trap"
"Massachusetts","effort",2006,436456,"#","stockassessment","lob.trap"
"Massachusetts","effort",2007,432303,"#","stockassessment","lob.trap"
"Massachusetts","environment",1950,11.6328055,"deg C","","temp.MA"
"Massachusetts","environment",1951,14.087333,"deg C","","temp.MA"
"Massachusetts","environment",1952,11.2420955,"deg C","","temp.MA"
"Massachusetts","environment",1953,12.325014,"deg C","","temp.MA"
"Massachusetts","environment",1954,12.1273315,"deg C","","temp.MA"
"Massachusetts","environment",1955,10.651064,"deg C","","temp.MA"
"Massachusetts","environment",1956,10.802607,"deg C","","temp.MA"
"Massachusetts","environment",1957,11.656956,"deg C","","temp.MA"
"Massachusetts","environment",1958,11.1629755,"deg C","","temp.MA"
"Massachusetts","environment",1959,10.681356,"deg C","","temp.MA"
"Massachusetts","environment",1960,10.71471,"deg C","","temp.MA"
"Massachusetts","environment",1961,10.3618465,"deg C","","temp.MA"
"Massachusetts","environment",1962,11.5054985,"deg C","","temp.MA"
"Massachusetts","environment",1963,10.989936,"deg C","","temp.MA"
"Massachusetts","environment",1964,10.323179,"deg C","","temp.MA"
"Massachusetts","environment",1965,9.9378205,"deg C","","temp.MA"
"Massachusetts","environment",1966,9.751359,"deg C","","temp.MA"
"Massachusetts","environment",1967,9.604457,"deg C","","temp.MA"
"Massachusetts","environment",1968,10.312549,"deg C","","temp.MA"
"Massachusetts","environment",1969,11.5892275,"deg C","","temp.MA"
"Massachusetts","environment",1970,11.3391055,"deg C","","temp.MA"
"Massachusetts","environment",1971,11.826538,"deg C","","temp.MA"
"Massachusetts","environment",1972,11.132595,"deg C","","temp.MA"
"Massachusetts","environment",1973,12.250065,"deg C","","temp.MA"
"Massachusetts","environment",1974,12.5003115,"deg C","","temp.MA"
"Massachusetts","environment",1975,11.886997,"deg C","","temp.MA"
"Massachusetts","environment",1976,12.0513725,"deg C","","temp.MA"
"Massachusetts","environment",1977,11.3942805,"deg C","","temp.MA"
"Massachusetts","environment",1978,10.4407265,"deg C","","temp.MA"
"Massachusetts","environment",1979,11.4883025,"deg C","","temp.MA"
"Massachusetts","environment",1980,11.5989155,"deg C","","temp.MA"
"Massachusetts","environment",1981,11.1605945,"deg C","","temp.MA"
"Massachusetts","environment",1982,11.5091355,"deg C","","temp.MA"
"Massachusetts","environment",1983,11.740564,"deg C","","temp.MA"
"Massachusetts","environment",1984,11.6660485,"deg C","","temp.MA"
"Massachusetts","environment",1985,12.3088235,"deg C","","temp.MA"
"Massachusetts","environment",1986,12.181402,"deg C","","temp.MA"
